author,comment
e*****0,"Bahannya baguss, dingin.. 
Belum pakai sih 😂
Pengirimannya super cepat dan harga terjangkau "
annisafyp,"Bagus banget, worth it banget sih harga segitu bisa daoet bahan sebagus ini"
d*****a,"barang original, kualitas barang bagus, ukuran sesuai yg dipesan. cuma lama di pengemasan dan penjual slow respon. harga murah sih karna pas dapet diskon. kapan2 beli lagi"
fransiscasonya_,"Pengemasan lama banget 3 hari
Di chat juga bukannya ksh kepastian kapan dikirim malah minta perpanjang masa garansi"
rosmasimamora,Barang bagus cepet sampai. Seller ramah trimakash stay safe yah seller di era pandemi corona ini
t*****i,"mantap dapat sticker juga, packingnya good sekali hehehehehehehejehehheejehehheheheheheheheheheh"
s*****l,"Produk bagus, sesuaii pokonyaaaa, dannnharga trrjangkauuu, sering sering ada promo ya hehe"
l*****d,Barangnya bagus banget si pas sampe dan nyampenya juga cepet banget pokonya suka dehh 😍😍😍😍
d*****1,"Produknya baguuus bgt, bahannya adem lembutt, pengiriman cepatt dan harganya pun terjangkau dengan bahan yang menurut aku bagusss bgt, bahannya juga ga nerawangg"
yantotriyanto65,Baguuusssss.... Langsung dipake. Pengemasan n pengiriman nya kilat... Makasih
yohanputra0500,"Mantap barangnya OK pengiriman OK.  Barang nominus, mantap""  pengemasan OK.  Semua OK.  Tolonya OK.  Yg jual OK.  Semua serba ok"
a*****f,"bulan depan diskon lagi ga ka, wkwkwk.. ketagihan bgt beli di erigo, soalnya cakep-cakep semua🥺"
k*****i,"Keren pokoknya. Hah,,, karna sibuk ampe lupa baru kasih bintang, terimakasih packingannya keren aman, barang oke. Kalo mau beli, perhatikan size nya aja ya."
elmirafildza,Barang oke kak makasih gan udah mampir alfa salam free download aku wanita biasa aku beli ndek
pitiaaaa17,"Sumpah gak nyesel belu disini😍 rekomend banget deh🥰 sablonannya mantep banget, kainnya juga kualitas premium, bakalan langganan deh🥺"
dadangsan,"Mantap Kualitas produk Erigo sangat Baik & premium, semoga awet dipakainya.Terima Kasih Shopee"
muekhsan61,Alhamdulillah setelah beberapa lama akhirnya ia di kirim barang bagus harga murah kualitas terjamin moga awet dan tidak luntur
w*****a,"Produk sudah diterima dalam keadaan baik, produk sesuai dengan pesanan, pengiriman agak lambat"
selvyaaaaa,"Udah kesekian kali nya beli erigo, bahan nya emang bagus banget model nya juga cakep"" thankyou"
l*****3,Bagusss bahannya jg lembut bgt dan shippingnya cepet hehehe Alhamdulillah udh langganan disini
k*****h,Terimakasih banyak barang sudah sampai maaf ga sempat difoto barangnya keburu dikasih ke org:(
wiwinsuriani123,"Bahan bagus, packing aman, barang cepet sampai. Topppppppppppppppppppppppppppppppppppppppppppp"
s*****8,"Bahannya halus, over all bagus sih dengan harga yang ramah di kantong. pertahankan kualitas dan pengemasan dan pengiriman lumayan lama krn harbolnas kali y"
junida4,barang nya sudah sampai cuman kekecilann tp gpp deh pengiriman nya cepet bangett baru kemarin pesen sekarang sudah sampai terimakasihh kak next order lagii
maarsaxz,Xyxyf96oufpf7d7odys6iwwywye6ewq7q4uisuodukdfjtzjxgxhchxh. B hkxykzyisiysyisiydkyxykxchcgxgtuatuqthq5q8 w07e8sp8diduch mhcbmxhmzgztjzv v g hkxiytatsiyxgnxgj
alfa3105,"Manteppppppppppppppppppppp buangettttttt buangettttttt buangettttttt buangettttttt barangnya sesuai dengan gambar nya, original bajunya. Terimakasih seller"
d*****6,"Pengiriman tepat waktu, packing baik, barang bagus, dan original. Harga cukup murah dan bersaing. Semoga awet dipakainya. Respon penjual juga cukup baik..."
tymanazha,"Kualitasnya sangat baik dan pengirimannya cepat..
Maaf loem smpt poto"
deamaulida2001_,"Realpict, pengiriman sangat cepat. Udah kesekian kali order disini dan gapernah ngecewain🥰"
altriosevenfoldavenged,"orderan sesuai .
pengiriman cepat .
hanya saja bahan yg ini beda sm erigo yg lain
yg ini nggak adem, agak panas"
n*****i,"thank you erigo🖤 bajunya bagus banget, cuma syg, bahannya agak tipis, but overall sukaa🥰"
n*****i,"thank you erigo🖤 bajunya bagus banget, cuma syg, bahannya agak tipis, but overall sukaa🥰"
i*****h,"Jd ini titipan tmn. Sukaa bgt dia, bahannya jg lembut adem dipake. Recommended. Thx seller ☺️"
fadhian08,Suka banget dapet bonus sticker pula. Dapet harga flash sale jadi 40ribuan doang dan free ongkir.
r*****n,Produk bagus. Sesuai pesanan. Packing mantap. Seller ramah. Terimakasih.
b*****a,"Bagus produknya, bahannya juga bagus, pengiriman lumayan cepet... warnanya dibanyakin lagi ya 😍"
niagilang,Kualitas produk sangat bagus produk original kecepatan pengiriman sangat bagus terima kasih seller
f*****a,"Pengirimannya cepat, bagus juga dan dapet promoo jadi makin murah, kualitasnya premium banget"
k*****t,Yayyy mas pacar suka sama bajunyaaa. Thankyou seller walaupun agak lama ya ceu pengemasannya🙂
daigoo_store,Nyampenya cepet pesanan sesuai bahannya lumayan sablonannya jga bagus udh gitu ini toko banyak bgt pilihan gambarnya jadi bingung klo mau beli bagus bagus
h*****a,"Pengemasan dan pengiriman lumayan cepat, produk sesuai pesanan, harga murah, kualitas baik"
i*****7,"Ukuran Mnya pas banget di saya, next pasti order lagi karena harganya terjangkau banget.. "
f*****5,Udh pembelian ke tiga bahan adem bgt pengemasan rapih thank you seller bakal repeat terus
i*****n,Pengirimannya cepett bangeettt gak sampe sehari..  bajunya baguss lumayan dapet diskonan ehe
rabekaemi,"kaos erigonya dh nyape, lumayan  buat ganti2, kwalitas spt yg di foto mudah2an sablon nya ngk rontok, gratis ongkir yg mmbuat sy senang belanja di shopee , thankyou"
alfiethesirank,"Mantul mantul mantul mantul
Mantul mantul mantul mantul
Mantul mantul mantul mantul
Mantul mantul mantul mantul
Mantul mantul mantul mantul"
d*****s,"maaf gak sesuai sama gambar, bajuny bgus cmn bahan agk beda sama yg pertama beli.."
y*****i,Bagussssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss
lailinuraini2696,"Mendarat dengan sempurna 😍😍😍, kainnya bagus 🔥🔥, apalagi sablonnya 👌👌. Keren parah sih ini gess, gak salah beli disini. Mantappu jiwah 🥳🥳"
f*****t,"Inisiatif artinya hak para anggota parlemen untuk mengajukan RUU atau Raperda yang berupa pembaharuan, perubahan, perbaikan serta pencabutan. Wikipedia"
robiali977,"Order yang kesekian kalinyaaaa sumpahhh selaluu sukaaa bangetttt dongg, tapiii koo agak beda ya sama sebelumnya sekarang bahannya lebihh tipis dikittt😊😊😊"
rismarhmwt03,Bagus bangett sllu suka sm produk erigooo gprnh kecewa🥰🥰🥰 maaf ya ftonya gada krna udh udh di doi wkwk tpi asli bagus bgt gakan nyeselll buat ngasi kadoo
r*****n,"Sumpah erigo the bestt sihh, bagus bgtt, nyampenya juga cepett, dapet harga flash sale 12.12 juga, udah langganan juga beli baju di erigo, keren bgt deh🥰"
s*****s,harga nya lagi dapet disc huhu seneng bgt bajunya bagus banget bahan nya juga bagus! sukakkk
b*****g,"Cepet sampenya, bahan adem, muat juga, terima kasih kakak udah sering beli juga di toko ini. "
galih.i.r,"PAKETT SUDAH SAMPAI
BARANG BAGUSSSSSSSSSS
SESUAI PESANANNNNNNNNN
TERIMAKSIHHHHHHHHHHHH
ERIGO"
puspita_ningrum,"Maaf baru kasih nilai  ,kaosnya Bagus  beli pas 12.12 birthday sale dapat harga murmer. 😆😍😘🤗"
fakhrimuflihpratama,"Barang bagus, kurir ramah, pengiriman cepat... Seneng berbisnis dengan erigo...
😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍:-|😍✌😍😍😍😍:-|:-|😍"
n*****5,Thank youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
bbcsindang,"bahannya enak adem, harga juga aman dikantong, pengirimannya cepet bangett, pokoknya mantep lah, sukses terus buat erigo, suskes terus buat brand local🔥"
marellaaz24,"Lumayan juga untuk pengirimanannya agak lama mungkin karena 12.12 tapi promonya gak main main, keren, semoga muat untuk ukuran L nya, sukses terus erigo"
nongmuhammadrivaldi,barang sesuai pengiriman selalu terbilang cepet udah langganan dan bakal lanjut terimakasih
s*****s,"Recommended banget, pengiriman cepat, mantep deh pokonya, thanks kak lancar terus rezekinya"
e*****a,"Kualitas barang-barang sangat baik , pokoknya mah bakalan beli lagi di toko ini terimakasih"
cailie_hijab,"Produk sampai dengan cepat dan aman , sudah jadi langganan , barangnya sangat bagusss "
renihardiyanti05,"Pengemasan cepat, lumayan dpt harga diskon dg kualitas baju yg baik. Keren pokoknya yg pesen sukaaaa 👌🏻👏"
a*****n,"Produk Original, Kualitas Produk sangat OK dengan harga terjangkau, kecepatan pengiriman agak terlambat karena permintaan orderan di pusat yg banyak. Recommended 👍"
d*****j,"Tok tok tok
Paket 
Ashiapp

Kualitas produk sangat baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik"
aliaspar19,"Kualitas barang Bagus dan Lama baru dikirim,  4 hari setelah pemesanan baru di kirim dan kwalitas harganya sangat baik, respon penjual sangat cepat dan baik, mungkin itu saja masukan dari saya"
c*****d,"Barang dah sampe dengan selamat, harga murah, packing mantep, pengiriman cepet, thank youu"
zahra_azriya,"Pengiriman super cepat, hari ini pesan besok langsung sampai, packing juga rapih, bahan oke punya, sablon no kaleng2. Langganan erigo gak akan nyesel."
fitri_afiesha,"Bahannya baguss, ademm, dapat harga promo lagii,  packingnya aman bgt,  dapat gift stiker,  suka sama brand lokal yg kualitasnya gak kaleng kaleng,  makasi seller"
17anggora.,"Alhamdulillah barang sudah datang, pengiriman dan pengemasan cepat terimakasih seller"
p*****1,"Bahannya bagus, packaging nya rapi dikirim sesuai pesanan. Respon admin nya juga oke"
lailymu_,"Alhamdulillah sdh sampai bajunya, syukak kekalii.. kain dan sablonannya oke banget 👍"
n*****r,Hadiah buat pacar aku semoga dia suka dan muat yaa karna gaberani nanya ukuran nya apa takut curiga makanya sekira kiranya aja deh. Terimaksih erigo💙💙
r*****i,Barangnya sudah sampai. Bahannya bagus. Nyesel baru beli sekarang. Padahal erigo sering ngasih harga promo. Ini aja gw beli harga promo. Makasih erigo
veanataniela,"Sudah datang🥰 bahan kaos adem, kata suami nyaman di pakai. Terimakasih."
henhenii,"Kaosnya adem banget dipake, bahannya juga bagus halus dan lembut. Tidak mengecewakan sama sekali. "
p*****y,"Kualitas bagus dan pengiriman cepat, smoga awet dan inshaallah akan pesan lagi berikutnya"
m*****c,Terimakasihhhhhh seller buat kado ultah adekku semoga dia sukaaaaa hehehe❤️❤️❤️❤️❤️
sadilla03,Gambar kece pengiriman agak lama mungkin karena 11 11 dapat harga promo mantull abissss semoga gua langgeng sama laki gua woii aamiin 😎Sablon bagusss
layla1304_,"Senengggg bgtt dapet harga 40rb karena flash sale 12.12 hihi😂 pengemasannya gercep bgt pdhl lg 12.12, pengirimannya juga cepettt, mantapp bgt lahh❤❤❤"
e*****4,Ehehe. Suka akhu nya. Semoga kakak suka. Buat hadiah😂 pertahankan kualitas nya kakak. Ehehe. Respon penjual sangat sangat buaekkkk👌 lope lopeee dehhh
r*****y,"Bajunya aslinya bagus bangetttt ternyata uk M lumayan gede, pengiriman cepet banget"
f*****h,Bahannya bagus adem enak di pake dan ngga panas di kulit. Pas aku try on juga bagus banget apa lagi kalo hijaber yang suka kaos oversized. Overall good lah.
a*****a,"Mantaaapppuu djiwaaa kerennn lahh, produk lokal rasaa impor... trus berkarya aku ku nikmati karya mu dengan belanjaaa.... josss terbaeekk lahh kaos nya presss bodyy"
hamid_weh,Barang sudah sampai. Pengiriman barang agak lambat. Kualitas barang bagus sesuai harga
d*****r,"Kualitas produk sangat baik, produk original, kecepatam pengiriman baik, hrga terjangkau"
alfanitrik,"Sukak bgt sama koleksi tshirtnya erigo😍kemasanya rapi tshirtnya bagus bgt mptif""nya🥰🥰🥰🥰🥰"
r*****2,"baguussss banget kaosnya... bahannya adem, semoga suami suka... next order lagii"
anisagupita,Nyaman banget dipake di outdour. Pengirimnya nya agak terkendala mungkin karena 12.12 kali ya tapi overall kualitas erigo sudah tidak diragukan lagi
listisun,Alhamdulillah uda sampe.. barang bagus..bahan adem.. packing rapih dan an pengiriman juga cepat.. makasih Kak.. makasih shopee.. makasih kurir 👍👍👍👍👍
m*****6,Kaos belom sempet foto karena udah dibuat mainan anak.. kualitas bagus. Warna sesuai. Tapi leher kenceng bgt.. suka juga karna pengiriman cepet
novianidaayundasukmadewi,Pengiriman sangat cepat pengemasan sangat rapi terimakasih 😁 semoga selalu langganan 🤗
mayyz.q,"Alhamdulillah bagus banget barangnya ga kaleng2, pengiriman cepet kualitas nomor 1❤❤❤❤❤"
lisabetb2903,Pengiriman cepatttttt bangettttttt dan produk sesuai dengan gambar yang diinginkan 👌👌👌👌
a*****a,"Kecepatan pengiriman sangat baik
Produk original buatan Indonesia
Harga sesuai kualitas"
r*****g,"Erigo brand lokak yang okee, pengiriman cepet, bahannya juga enakeun, dapet diskon pula "
i*****7,Bahannya mantaabb. Pengirimaan cepeeet bgt walau packingnya lumayan agk lama.. overall goood
s*****l,"Barang sudah diterima dalam kondisi baik, pengiriman sangat cepat dan dikemas dengan baik, memuaskan karena baju yg diterima sesuai dengan gambar 👍"
e*****s,Beli pas 12.12 dapet harga promo dongg. Kain adem sablonan juga oke. Dikasih stiker ga nanggung2 sih langsung dapet banyak. Mantap bangett pokonyaa
v*****3,Aman bgt ya dipakein kertas buat sablonannya biar gak rusak terus bahannya juga oke
a*****4,"Erigo T-shirt nya bagus kali, bahan adem, lembut, elastis, suka banget deh👍"
v*****1,Uuuuuuuuuaaaaaaaaasssssssssssslllllllllllllllllllliiiiiiiiiiiii iinnnnnnnniiiiii rrrreeeeeeeeecccccooooooommmmmmmeeeeeeeennnnnnnnnnnnnnnn bbbbbbbwwwwwwwwwwaaaaaaaaaaaaannnnnnnnnggggggggggeeettttttttttt
desienja21,"Produk original, kualitas produk sangat baik, harga murah banget, dapet pas flash sale"
p*****i,"Pengiriman cepat sekali kmrin baru pesen sekarang sudah sampai, bahannya bagus keren 👍"
a*****i,"Kualitas bahannya oke bgt, adem... Dapet harga pas 12.12 jadi murah deh. Makasih ya... "
betyibet,❤️❤️❤️❤️❤️ bagus bahan halus sablon nya top markotop makasih seller makasih shopee
novayunitaaaaaaaa,barangnya baguss realpict mantap bgtttt rekomenn ga nyesel belanja disini!!
a*****i,Bahan adem banget enak Dipake pengiriman cpt kedua kaline beli ❤❤ thx u seller  😍❤
acong2612,"Lagi booming smua pada pakek 
Bagus sesuai harga tidak mengecewakan
Next time pasti order lagi "
millaanrr,mantulllll bangeeettttt😍😍😍😍 seneng bgt pokoknya dapet stiker erigo jugaa dongg😍😍😍😍
kosmasfebri,"Mantabbbbb👌👍
Nsbdo dong di of all of di of di of di UT di of di JJF DNS di no kf hot f set set ga ah kan kg di of the of di JJF di JJF di kota tentang duren"
r*****4,"Kualitas produk sangat baik sekali, pengiriman cepat barang sampai dengan selamat terimakasih."
g*****a,"Terimakasih paket sdh Sampek
Produk bagus original plus tinggi kwalitas nya"
julianti_96,"Baguss bangett bajunyaa
sesuaii dengan gambarr
kualitasnya juga baikk
pengirimannya juga baikkk
senang deh belanja di siniii
like bangettt🥰🥰🥰🥰🥰🥰🥰"
dedisoharis,"Makasih seller, pengiriman sangat cepat, bahannya adem, sablonannya bagus, pokoknya puas deh blanja di erigo stor.. "
widhia00,"Udah sering beli erigo, udah kejamin lah kalau ngomong masalah kualitas. Bagus banget "
n*****a,Uaaaa makasiii bajunyaa baguss banget dan pas di adek akuu erigo emang the besttt😍😍😍😍
s*****h,"Alhamdulillah barang sudah mendarat semoga sesuai, sedang diluar kota belum dicek :-) "
irvanazis,Barang original pengiriman cepat pengemasan sangat baikk harga luar biasaaa hhe lopyu
gunawan.kosasih,"Produk telah diterima dengan baik, bahannya bagus dan jahitan rapi serta design apik."
s*****3,"Prodok original berkualitas baik, packingnya okee dan pengirimannya cepat. Trimakasih "
daya2796,"pengiriman cepat produk bagus terima kasih
pengiriman cepat produk bagus terima kasih"
f*****k,"Bahannya adem banget harganya juga terbilang murah buat baju ukuran xxl, sangat bagus "
annisa.ayudya,"Thanks ya kurir yg baik hati udh mendarat paketnya dgn baik,thank u jg erigo official. "
kimyeeennnn,"Nice pengiriman nya cepet banget , baru di pesen kemaren hari ini udah sampeee , semoga muat yahhh thank you seller"
putrifawnia123,Nskskdhudndjeodjfbjfjdjdjrjrjrfnfjriekekwkwjbdbdbdbdnsmmsmsndndndndndid dndjdjdjdjdjjd djdjdjdjjdjdjd jdjdjdjdjjdjd jdkdjdjjdjddj djdjdjdjejiwje
a*****1,Pengiriman nya cepat Kaos Nya Bagusss bngt Gk usah di ragukan Kalo Dari Erigo mah
d*****i,Keduaaa kalinyaa beli t-shirt erigooo 🥰 selalu qreeennn sukses terus erigoo👌🏻👌🏻👌🏻
fany_sinaga,"Suka bangettt, bahannya adem, lembuttt abang kurir sudah langganan 👍👍"
rennitheng,Barangnya sudah sampai dengan cepat dan sesuai dengan picture nya. Terima kasih ya 😂
frahmah1606,Alhamdulillah barang sudah sampaiiiiii dengan kualitas terbaikkkkk... Terima kasih untuk seller... Mantapppppppppppp terbaikkkkk suksessssssssss
d*****6,Bagusssssss baguuusss bagusssssss buangett buangett buangett... Alusssss ademmmmmmmmmmm nyaman dipakeeeeeeee. Ponakan guwe sukaaaaakkkkkkkkkkkkk
safitri.imam.syafii,Makasih seller........ Barangnya mantul banget suka pokonya...... 🙏🙏🙏next order lg....
dian_a73,Alhamdulillah paket sudah sampai dengan selamat di rmh. Sudah langganan di toko ini.
n*****a,"Barang sdh dtng lengkap, blm dibuka satu² tp kyna ok deh jd ga dibuka satu². Thx "
ayuu.ls,"Kecepatan pengiriman baik,cuma dari ekspedisinya aja yg lama. Di drop dlu seharian, di antar tpi ketunda dgn alasan melebihi jam kerja akhirnya dipengantaran kedua sampe jugaaa bajunyaa. Semoga kakak saya suka. Thx erigoooo"
aurelliviazerlindap,baru kali ini sih beliin erigo di online biasanya lgsg ke storeee. pengirimannya standart cuma respon kakanyaa tuh menjamin aaa thankyouuu sesuai req juga minta tambahan paperbag krn buat kado pacarrr hihi
ratnadewikomalasari2018,Kainnya kembut adem mantap gak rugi beli pokoknya aku suka bakalan langganan makasi ya seller
n*****n,Suka sekali sama bajunya bagus bahannya juga enak.. kmren beli pas sale 6.6 hehe Maksih erigo
y*****_,"Bahannya gak terlalu tebal tapi enak dipake adem gak gerah, lumayan dapet agak murah kemarin pas 6.6 wkwkwk 
Pengirimannya juga termasuk cepet si, terima kasih seller🤩"
